Scientific Name,Classification,Lowest Price RON,Highest Price RON,Water Level Area,Temp C Low ,Temp C High ,Hardness dH Low,Hardness dH High,pH Low,pH High,Display Name,Budget Category,Habitat Type,Experience Level,Tank Size Category,Distribution,MacroRegion,Picture URL,Note
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (caroliana),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (calico),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (blue wagtail),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (black HF),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (black),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (Emerald Mickey Mouse (Gold)),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (tiger panda),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (salt & pepper),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (red top mickey),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (red HF),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (rainbow),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (mary gold),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (golden mickey mouse HF),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (Gold Red Tuxedo),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (calico Blue),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (blue mickey mouse),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.05,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (coral red),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (blue mickey mouse HF),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (sunset Hi Fin),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,10.77,10.77,Mid/Top Water,20,26,10,30,7,8.2,Platy (showa tricolour),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,11.09,11.09,Mid/Top Water,20,26,10,30,7,8.2,Platy (red parrot),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,11.09,11.09,Mid/Top Water,20,26,10,30,7,8.2,Platy (red & white),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,11.09,11.09,Mid/Top Water,20,26,10,30,7,8.2,Platy (apple tricolour),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus maculatus,XIPHO/PLATY/MOLLY,11.89,11.89,Mid/Top Water,20,26,10,30,7,8.2,Platy (white mickey mouse),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Two_Xiphophorus_maculatus_in_aquarium.jpg/400px-Two_Xiphophorus_maculatus_in_aquarium.jpg,"Basic variety pair pictured. Photo by Carlosar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Two_Xiphophorus_maculatus_in_aquarium.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,16.9,16.9,Mid/Top Water,16,28,10,25,7,8,Swordtail (mixture lyra),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,16.9,16.9,Mid/Top Water,16,28,10,25,7,8,Swordtail (mixture lyra),Low Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,16.9,16.9,Mid/Top Water,16,28,10,25,7,8,Swordtail (mixture lyra),Low Budget,Still Water,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,15.9,15.9,Mid/Top Water,16,28,10,25,7,8,Swordtail (Grun albino),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,15.9,15.9,Mid/Top Water,16,28,10,25,7,8,Swordtail (Grun albino),Low Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,15.9,15.9,Mid/Top Water,16,28,10,25,7,8,Swordtail (Grun albino),Low Budget,Still Water,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,85,85,Mid/Top Water,16,28,10,25,7,8,Swordtail (Wien Broccoli),High Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,85,85,Mid/Top Water,16,28,10,25,7,8,Swordtail (Wien Broccoli),High Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,85,85,Mid/Top Water,16,28,10,25,7,8,Swordtail (Wien Broccoli),High Budget,Still Water,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,13.97,13.97,Mid/Top Water,16,28,10,25,7,8,Swordtail (red simpson),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,13.97,13.97,Mid/Top Water,16,28,10,25,7,8,Swordtail (red simpson),Low Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,13.97,13.97,Mid/Top Water,16,28,10,25,7,8,Swordtail (red simpson),Low Budget,Still Water,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,10.88,10.88,Mid/Top Water,16,28,10,25,7,8,Swordtail (papagaj),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,10.88,10.88,Mid/Top Water,16,28,10,25,7,8,Swordtail (papagaj),Low Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,10.88,10.88,Mid/Top Water,16,28,10,25,7,8,Swordtail (papagaj),Low Budget,Still Water,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,24.48,24.48,Mid/Top Water,16,28,10,25,7,8,Swordtail (koi albin),Medium Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,24.48,24.48,Mid/Top Water,16,28,10,25,7,8,Swordtail (koi albin),Medium Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,24.48,24.48,Mid/Top Water,16,28,10,25,7,8,Swordtail (koi albin),Medium Budget,Still Water,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,10.88,10.88,Mid/Top Water,16,28,10,25,7,8,Swordtail (black marble),Low Budget,Flowing River,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
Xiphophorus helleri,XIPHO/PLATY/MOLLY,10.88,10.88,Mid/Top Water,16,28,10,25,7,8,Swordtail (black marble),Low Budget,Other Environments,Beginner,Medium,Central America,North America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Xiphophorus_hellerii_red_male_female_02.jpg/400px-Xiphophorus_hellerii_red_male_female_02.jpg,"Basic red variety pair pictured. Photo by Wojciech J. P?uciennik / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Xiphophorus_hellerii_red_male_female_02.jpg"
